snr_db,symbol_id,I_clean,Q_clean,rx_I,rx_Q,r,theta
0,0,-0.9486832980505138,-0.9486832980505138,-0.2271657702042456,-0.2492451671732457,0.3372349930118571,-2.309882351701774
0,1,-0.9486832980505138,-0.3162277660168379,-1.2237113654627534,-0.2018935802068658,1.240254217364917,-2.9780809868280964
0,1,-0.9486832980505138,-0.3162277660168379,-2.1941749382857547,-1.4694707256520594,2.6407854652261484,-2.5514829931947065
0,1,-0.9486832980505138,-0.3162277660168379,-0.899427680235556,-0.3244584731766572,0.9561607881470778,-2.7953831792914627
0,1,-0.9486832980505138,-0.3162277660168379,-1.0129918512250653,0.3148500990520687,1.0607936064671026,2.8402462772242503
0,1,-0.9486832980505138,-0.3162277660168379,-1.0602540576317907,-0.674599095287628,1.2566712402564018,-2.5749359631401374
0,1,-0.9486832980505138,-0.3162277660168379,-0.8868794477202078,-1.554372922240664,1.7895894322954307,-2.0892954025996437
0,1,-0.9486832980505138,-0.3162277660168379,-0.7903990552503759,-0.9550502400412472,1.2396982001856462,-2.2621411165552607
0,1,-0.9486832980505138,-0.3162277660168379,-1.0471106124255265,-0.385573596245106,1.1158439105786906,-2.7887738129986643
0,1,-0.9486832980505138,-0.3162277660168379,-1.0445191583090607,-0.4774528039451453,1.1484691776751128,-2.712847623432216
0,1,-0.9486832980505138,-0.3162277660168379,-1.2612361107008674,-1.1681265092658806,1.719080006452737,-2.394502501513647
0,1,-0.9486832980505138,-0.3162277660168379,-1.6982528576818914,-0.7696808201461584,1.8645297888544374,-2.716064856533856
0,1,-0.9486832980505138,-0.3162277660168379,-1.6676930794434468,-0.1105078879046764,1.6713504122453553,-3.0754254608716263
0,1,-0.9486832980505138,-0.3162277660168379,-2.348064817746984,-1.2319359616250347,2.6516173558577742,-2.658412133710738
0,1,-0.9486832980505138,-0.3162277660168379,-1.0266773246750225,-0.6445731010926155,1.2122461844254295,-2.58096486874168
0,1,-0.9486832980505138,-0.3162277660168379,-0.9754968655274164,0.3837412228668449,1.0482611605802992,2.7668059318669918
0,1,-0.9486832980505138,-0.3162277660168379,-0.0889313047949493,0.0386622203341903,0.09697187351857058,2.7314990214529615
0,1,-0.9486832980505138,-0.3162277660168379,0.3583450444630605,-0.2181502213722655,0.4195243616001355,-0.54684412301707
0,1,-0.9486832980505138,-0.3162277660168379,0.290633272238493,-0.2349659146915051,0.37373343441398127,-0.6798793551052431
0,1,-0.9486832980505138,-0.3162277660168379,-0.923381412158402,-0.1961432621249385,0.9439837983761463,-2.932285274245634
0,1,-0.9486832980505138,-0.3162277660168379,0.0066316688603021,-0.3905929128863472,0.3906492066149812,-1.5538194910195005
0,1,-0.9486832980505138,-0.3162277660168379,0.4760851514576729,0.051559901553121,0.4788689746544903,0.10787929217170641
